year,insurance_type,region,earned_premium,incurred_loss
2023,Long-term Care,Georgia,5267085,5706654
2015,Indemnity Health,Georgia,4671287,4094920
2019,Cancer Insurance,Arizona,4860557,3352652
2021,Accident Insurance,Indiana,2575430,2257392
2022,Long-term Care,Arizona,3307467,3355263
2015,Indemnity Health,Arizona,3278516,3198354
2024,Cancer Insurance,Georgia,3095958,2501144
2020,Critical Illness,Virginia,5283802,4391343
2017,Indemnity Health,Arizona,3144725,3191225
2015,Dental & Vision,Ohio,5777635,4288152
2024,Dental & Vision,Florida,7144544,6184786
2015,Dental & Vision,Virginia,5451875,3712596
2024,Long-term Care,New Jersey,6296285,6779398
2018,Critical Illness,California,9839588,6777847
2017,Long-term Care,Illinois,6807741,8215721
2020,Critical Illness,Texas,7511717,4214628
2017,Long-term Care,Georgia,4048559,4737759
2017,Indemnity Health,Illinois,6506131,4679114
2018,Cancer Insurance,Washington,3948661,2555091
2023,Accident Insurance,Georgia,3327915,2644123
2022,Accident Insurance,Indiana,2815369,1963324
2016,Long-term Care,Wisconsin,2446047,2447529
2015,Critical Illness,Arizona,3132229,1944458
2023,Critical Illness,Florida,6326853,5085190
2021,Critical Illness,Virginia,3532332,2402958
2023,Indemnity Health,Arizona,2974293,2464782
2015,Dental & Vision,Georgia,5498163,4344910
2023,Dental & Vision,Massachusetts,5753772,4764811
2018,Accident Insurance,Ohio,3946741,2808227
2016,Long-term Care,Pennsylvania,6700599,5497374
2019,Accident Insurance,Virginia,5084035,4737576
2018,Critical Illness,Massachusetts,5202796,3158582
2021,Long-term Care,California,11854920,11879578
2023,Dental & Vision,California,10054303,7926632
2015,Critical Illness,Pennsylvania,4660004,3022339
2022,Indemnity Health,Illinois,4794625,4768169
2021,Accident Insurance,Wisconsin,2411145,1758656
2024,Dental & Vision,Michigan,3634690,2673818
2016,Accident Insurance,North Carolina,5735531,3953609
2020,Accident Insurance,Ohio,5932297,4042660
2018,Critical Illness,Arizona,2821551,2134098
2023,Indemnity Health,Maryland,4513006,3924207
2020,Cancer Insurance,Texas,10877200,10411556
2021,Long-term Care,Pennsylvania,4377916,4823687
2017,Dental & Vision,Georgia,3285187,2803813
2021,Indemnity Health,Texas,8831851,9712431
2021,Critical Illness,Georgia,4371016,2732569
2020,Dental & Vision,North Carolina,5135087,4191795
2015,Dental & Vision,Florida,9213061,8835136
2021,Long-term Care,New Jersey,5799553,5933846
2021,Accident Insurance,Illinois,4974895,4176569
2019,Cancer Insurance,Maryland,3699551,2995821
2021,Long-term Care,Massachusetts,4278987,4054478
2018,Cancer Insurance,Arizona,3407463,2032839
2017,Indemnity Health,New York,9174581,6924117
2017,Indemnity Health,Florida,8240474,7924148
2024,Indemnity Health,New Jersey,5844249,6774942
2022,Long-term Care,Arizona,4847867,4620985
2018,Indemnity Health,Tennessee,2850249,2102286
2021,Indemnity Health,Indiana,3374679,3661695
2016,Accident Insurance,Georgia,3325077,2552489
2016,Long-term Care,Florida,9705987,10751937
2018,Cancer Insurance,New York,9731157,6672589
2023,Dental & Vision,Indiana,3096617,2823939
2017,Dental & Vision,Ohio,5860431,3905884
2018,Cancer Insurance,Illinois,5751348,3742725
2024,Indemnity Health,New York,10633727,9514980
2017,Dental & Vision,Washington,4320876,4151792
2018,Accident Insurance,Wisconsin,3916422,3373583
2016,Critical Illness,Missouri,3099625,2236671
2022,Cancer Insurance,New York,10214327,7833645
2015,Cancer Insurance,Ohio,3816054,2437384
2019,Dental & Vision,Arizona,4617099,3593225
2024,Indemnity Health,New York,8738326,9411953
2022,Cancer Insurance,Illinois,5956677,4791123
2020,Critical Illness,Michigan,3148071,2646801
2016,Long-term Care,Maryland,3728623,3616573
2015,Critical Illness,Indiana,3661794,2485255
2024,Accident Insurance,Illinois,7404334,4892164
2016,Critical Illness,Tennessee,3691284,2012729
2021,Indemnity Health,Texas,7540884,7541167
2021,Long-term Care,Virginia,5168589,4519221
2017,Cancer Insurance,Massachusetts,4398113,2666072
2020,Accident Insurance,North Carolina,3315817,3100409
2019,Indemnity Health,Georgia,4380457,3564287
2020,Long-term Care,Pennsylvania,5807433,6198815
2024,Indemnity Health,New Jersey,5719172,6344964
2022,Indemnity Health,Washington,3931067,3465331
2022,Critical Illness,Texas,7930264,6286871
2015,Dental & Vision,Illinois,5251899,3335191
2017,Cancer Insurance,Georgia,3501815,3150844
2021,Critical Illness,Texas,10782391,6196492
2020,Long-term Care,Washington,5402910,5276947
2018,Indemnity Health,Arizona,3893631,4415833
2023,Accident Insurance,Michigan,4935539,4548220
2017,Long-term Care,Indiana,2528565,2602798
2016,Critical Illness,Pennsylvania,4449517,3270454
2016,Cancer Insurance,New York,10478679,7975734
2019,Long-term Care,California,13168304,12934819
2021,Cancer Insurance,Florida,6136113,5397858
2022,Accident Insurance,Maryland,4792736,3033403
2022,Indemnity Health,California,13044960,10945112
2015,Dental & Vision,Virginia,3462411,2924013
2023,Critical Illness,Ohio,4286963,3187872
2017,Cancer Insurance,Wisconsin,2837962,1814983
2024,Critical Illness,Indiana,3577159,2473933
2024,Critical Illness,Georgia,4740726,2683143
2018,Dental & Vision,Virginia,4058515,2848083
2016,Critical Illness,Michigan,3112273,2356767
2020,Cancer Insurance,Virginia,4798437,2933554
2018,Critical Illness,Michigan,4546097,3549476
2023,Indemnity Health,Arizona,4551622,4534006
2018,Long-term Care,Florida,7799501,7114394
2020,Critical Illness,New York,8861040,6340835
2016,Cancer Insurance,Indiana,3646088,2391811
2017,Long-term Care,Florida,6687477,6916223
2018,Cancer Insurance,Tennessee,2933710,2580312
2019,Indemnity Health,Georgia,3654044,3771246
2015,Indemnity Health,New York,9776692,10446081
2021,Long-term Care,Arizona,4900567,4908105
2018,Accident Insurance,Wisconsin,2576806,2014993
2019,Critical Illness,Michigan,4453537,2333774
2015,Critical Illness,New York,9335654,5630326
2015,Dental & Vision,Ohio,4463710,3342108
2024,Accident Insurance,Tennessee,3347665,2142262
2019,Indemnity Health,Virginia,5058061,5068952
2019,Indemnity Health,Georgia,3828298,2735490
2017,Indemnity Health,Georgia,3586910,3958646
2023,Dental & Vision,Virginia,5309478,5294170
2021,Dental & Vision,Michigan,3902119,3421088
2020,Cancer Insurance,Maryland,4791666,2654142
2022,Dental & Vision,Texas,8372827,7144747
2024,Long-term Care,Maryland,3916399,4170138
2016,Dental & Vision,Missouri,4017205,3285609
2019,Long-term Care,Texas,7844371,9662184
2021,Dental & Vision,California,12185446,10707744
2020,Critical Illness,Arizona,4964884,3971312
2022,Accident Insurance,Arizona,4193637,3913371
2024,Dental & Vision,Illinois,5817273,4873275
2024,Critical Illness,New York,11770006,8809380
2020,Accident Insurance,Virginia,4236713,2549961
2021,Dental & Vision,New Jersey,3802507,3301651
2018,Long-term Care,Washington,5125782,4988296
2023,Critical Illness,North Carolina,4951210,3568943
2015,Critical Illness,New Jersey,4889263,2659983
2021,Long-term Care,Arizona,3128872,3590590
2018,Critical Illness,Maryland,3886513,2513971
2023,Critical Illness,Michigan,3691498,2358925
2022,Cancer Insurance,Florida,7378287,4743054
2017,Cancer Insurance,Wisconsin,3808963,2779094
2016,Dental & Vision,New York,10770342,9139716
2023,Long-term Care,Arizona,3457566,4489495
2016,Critical Illness,Massachusetts,3749317,2434585
2024,Indemnity Health,Massachusetts,4995754,3856312
2015,Indemnity Health,Wisconsin,4075331,3400416
2022,Accident Insurance,Tennessee,2776225,1981572
2021,Critical Illness,North Carolina,3248715,1799347
2020,Critical Illness,Pennsylvania,4426901,3660015
2020,Cancer Insurance,Georgia,3193705,1871804
2016,Accident Insurance,Indiana,3263194,2398138
2015,Critical Illness,Washington,5366039,4441105
2020,Dental & Vision,North Carolina,5160431,3261560
2020,Cancer Insurance,Illinois,5588932,5138960
2020,Indemnity Health,Texas,10611992,9755604
2022,Dental & Vision,Texas,10825472,8760801
2016,Long-term Care,Michigan,3896434,4492487
2024,Cancer Insurance,Pennsylvania,4486063,3015576
2019,Indemnity Health,Indiana,3787411,3362119
2018,Cancer Insurance,New York,8657357,7660845
2022,Indemnity Health,New York,12582440,14519417
2024,Cancer Insurance,New York,8394978,5398000
2023,Cancer Insurance,California,9771937,8868408
2019,Critical Illness,Illinois,5538431,4738081
2017,Indemnity Health,Missouri,3088156,3058249
2021,Cancer Insurance,California,13891668,9347915
2016,Dental & Vision,Missouri,2498292,2065903
2015,Critical Illness,Michigan,4797446,3065650
2016,Accident Insurance,Ohio,4432196,4233407
2024,Critical Illness,Georgia,5299171,3943394
2016,Cancer Insurance,Michigan,3710893,3507605
2018,Dental & Vision,Virginia,3515761,2391294
2019,Cancer Insurance,New York,12085740,10447357
2021,Accident Insurance,Tennessee,2799849,1993404
2021,Critical Illness,New York,10021399,7373823
2021,Indemnity Health,Tennessee,4056243,2914699
2024,Critical Illness,Arizona,4751629,2454953
2018,Long-term Care,Pennsylvania,4577143,5345636
2022,Long-term Care,California,13910860,18233675
2016,Critical Illness,Massachusetts,3849107,2145139
2016,Critical Illness,Virginia,4367443,3497150
2018,Accident Insurance,Pennsylvania,5598055,3410290
2016,Accident Insurance,Arizona,4325104,3219584
2023,Critical Illness,New York,9691203,6246388
2019,Accident Insurance,Maryland,4381561,4316634
2019,Critical Illness,New Jersey,5566238,4206628
2017,Long-term Care,Wisconsin,4175316,3366385
2019,Indemnity Health,North Carolina,3698998,3379580
2018,Dental & Vision,Maryland,4444689,3859103
2018,Cancer Insurance,California,9141826,7206244
2021,Long-term Care,Michigan,3155744,3046704
2019,Accident Insurance,Florida,8572940,8193600
2020,Long-term Care,Arizona,2944792,3096650
2021,Dental & Vision,New York,10109100,8597874
2023,Cancer Insurance,California,14245044,12897681
2023,Critical Illness,Pennsylvania,5911238,5426495
2015,Critical Illness,Massachusetts,4232013,2041080
2019,Accident Insurance,Maryland,4440155,3068771
2024,Critical Illness,New Jersey,5267212,3028510
2023,Accident Insurance,Arizona,4841412,3871644
2015,Long-term Care,California,12790955,11791873
2019,Long-term Care,Maryland,4377856,4900230
2017,Long-term Care,Washington,4398198,5497305
2017,Indemnity Health,Indiana,2285923,2087532
2019,Critical Illness,Maryland,3566669,2095317
2024,Accident Insurance,Arizona,3638796,2782069
2021,Accident Insurance,North Carolina,4368987,3505264
2020,Cancer Insurance,New Jersey,5311839,4062007
2024,Accident Insurance,Tennessee,3017901,2133693
2022,Dental & Vision,Ohio,5135517,3954237
2016,Indemnity Health,Tennessee,3517920,3175488
2023,Indemnity Health,Massachusetts,3645499,3068071
2017,Dental & Vision,New York,11422539,10455813
2020,Accident Insurance,Illinois,5343852,5327791
2018,Accident Insurance,Indiana,3770979,2442081
2017,Cancer Insurance,Missouri,2925322,1797604
2020,Dental & Vision,Arizona,4397568,3390595
2022,Indemnity Health,Indiana,3731307,3636482
2020,Indemnity Health,Missouri,3690001,3676447
2016,Indemnity Health,Pennsylvania,6103234,5166803
2022,Indemnity Health,Virginia,4168850,3280724
2020,Accident Insurance,New Jersey,5861710,5909171
2016,Cancer Insurance,Missouri,2325771,1654758
2021,Long-term Care,Massachusetts,5819550,5706202
2015,Long-term Care,California,11642486,13435486
2022,Critical Illness,Massachusetts,5413082,3819874
2016,Long-term Care,Maryland,3216346,3710711
2018,Critical Illness,New York,10760664,6614418
2017,Cancer Insurance,Michigan,3663150,2961801
2017,Cancer Insurance,Michigan,3110630,1966814
2022,Cancer Insurance,Tennessee,2735606,2181193
2022,Cancer Insurance,New York,10268956,8652638
2019,Accident Insurance,Florida,6091355,4047500
2020,Long-term Care,Maryland,3606476,4433135
2015,Dental & Vision,Wisconsin,3372924,2718624
2015,Indemnity Health,Tennessee,3588346,3578451
2024,Indemnity Health,Texas,7522157,7970599
2024,Accident Insurance,New York,8993267,6308877
2017,Critical Illness,Tennessee,3632805,2126814
2020,Critical Illness,Pennsylvania,5269725,4044563
2018,Dental & Vision,Illinois,5264307,4661616
2020,Accident Insurance,New York,8254352,7227743
2016,Indemnity Health,Missouri,3060962,3234218
2021,Accident Insurance,Michigan,3628956,2782633
2021,Long-term Care,Maryland,5087993,6510859
2019,Cancer Insurance,Pennsylvania,4670381,3336406
2024,Long-term Care,Arizona,4765107,6089091
2018,Long-term Care,Indiana,3754511,3393376
2017,Critical Illness,North Carolina,3552380,2146159
2019,Dental & Vision,Virginia,3591204,2784038
2020,Critical Illness,Missouri,2959729,1839249
2017,Accident Insurance,Florida,7843296,7750739
2017,Critical Illness,Maryland,3374285,1818428
2015,Critical Illness,Tennessee,2588470,1984548
2024,Critical Illness,Michigan,4917568,3267287
2024,Long-term Care,Washington,4762107,5854176
2023,Long-term Care,Ohio,5381380,5957001
2019,Dental & Vision,Illinois,4709210,3909048
2024,Long-term Care,Washington,4005112,4849104
2018,Indemnity Health,Illinois,4631838,4734784
2015,Cancer Insurance,Tennessee,2654207,1804274
2021,Long-term Care,Georgia,4735083,5501709
2020,Critical Illness,California,12853955,7564159
2021,Dental & Vision,Georgia,4083198,3544535
2017,Accident Insurance,Georgia,5104738,3266763
2020,Long-term Care,Tennessee,3628235,4244893
2020,Indemnity Health,Virginia,4206601,4094293
2019,Cancer Insurance,California,12133818,7419880
2023,Indemnity Health,Pennsylvania,4302787,3586693
2020,Dental & Vision,Maryland,4972879,3985163
2024,Critical Illness,North Carolina,3569568,1861528
2023,Accident Insurance,Georgia,3519560,2901979
2019,Dental & Vision,Michigan,4816644,3249337
2017,Dental & Vision,Washington,4458636,3489232
2020,Critical Illness,Illinois,4551882,3370544
2017,Long-term Care,Missouri,3650625,3415253
2016,Accident Insurance,Virginia,5106230,3954641
2016,Cancer Insurance,Florida,9343000,6729977
2024,Critical Illness,Wisconsin,2811827,1927572
2020,Long-term Care,Florida,8104735,7962769
2018,Cancer Insurance,Washington,5812004,3786241
2015,Long-term Care,New York,10714459,8804697
2016,Dental & Vision,North Carolina,3471022,2882944
2018,Long-term Care,New York,8415224,7938816
2024,Accident Insurance,Missouri,3089047,2513232
2021,Cancer Insurance,Florida,7124889,4879891
2024,Accident Insurance,New York,9832009,8372455
2016,Long-term Care,Tennessee,3842631,3620851
2023,Long-term Care,New York,8726486,10074295
2017,Cancer Insurance,Massachusetts,4938251,3688703
2019,Critical Illness,New Jersey,4380579,2365792
2024,Long-term Care,California,13953018,15802014
2024,Indemnity Health,North Carolina,4417441,5270644
2017,Long-term Care,New Jersey,4304480,5354515
2021,Cancer Insurance,Michigan,3930712,2701565
2019,Dental & Vision,California,11509490,9040155
2017,Dental & Vision,Ohio,5000061,3957543
2019,Accident Insurance,Washington,4158548,3642985
2016,Indemnity Health,Washington,5564384,5243130
2019,Critical Illness,Arizona,4357494,3728964
2023,Dental & Vision,Ohio,5072021,3537301
2019,Accident Insurance,Wisconsin,3900505,3320153
2020,Accident Insurance,Washington,5400299,5571319
2021,Dental & Vision,Florida,9907487,10115632
2021,Critical Illness,New York,12147804,8974378
2023,Cancer Insurance,Illinois,5801939,5217054
2015,Critical Illness,Indiana,2598185,1774966
2021,Long-term Care,California,13240425,15204873
2018,Cancer Insurance,Georgia,5344970,4031031
2021,Indemnity Health,Virginia,5049382,4938364
2015,Cancer Insurance,North Carolina,3894321,2896714
2024,Accident Insurance,Maryland,4980556,4522673
2024,Accident Insurance,Indiana,3375203,3181029
2016,Cancer Insurance,North Carolina,3241727,2625215
2018,Indemnity Health,Michigan,4531613,4115348
2015,Long-term Care,Missouri,3307408,3732851
2021,Dental & Vision,Washington,3646766,2735108
2021,Long-term Care,Indiana,2777749,2995401
2017,Long-term Care,Indiana,2591305,2496346
2024,Long-term Care,Pennsylvania,6813511,8668629
2016,Dental & Vision,Pennsylvania,6387519,5677216
2016,Long-term Care,Michigan,4387751,4168250
2021,Critical Illness,Missouri,2824722,2041130
2017,Long-term Care,New York,9587964,9734243
2021,Long-term Care,New York,10808559,11703945
2017,Indemnity Health,Georgia,4365174,4551438
2015,Long-term Care,Wisconsin,3132751,2772123
2018,Indemnity Health,Virginia,3434365,2984943
2024,Accident Insurance,Michigan,4286249,3308213
2023,Cancer Insurance,Massachusetts,4648585,2923348
2019,Cancer Insurance,Pennsylvania,6989728,5422167
2021,Long-term Care,Massachusetts,4999216,4918610
2020,Indemnity Health,Arizona,2953304,2206649
2016,Long-term Care,Florida,7483683,7721554
2019,Dental & Vision,Missouri,2590114,2281904
2016,Cancer Insurance,Indiana,3871893,2922511
2023,Indemnity Health,New Jersey,4087294,3764828
